COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
32505,1,FC,104,3, Ser mas exigentes con exámenes finales.,,,4,,3
17096,1,AC,37,2, Valoró el vínculo que hay entre el profesor y el alumno.,,Delegado,7,,4
31388,3,FC,108,1, es buena la exigencia que se tiene para los alumnos,,,4,,4
7440,3,AC,5,5, Las pensiones son caras y el curso blended no favorece tanto en los cursos de numeros,,Delegado,5,,2
27248,3,FC,105,1," Los profesores, las instalaciones",,,4,,4
3005,3,AC,26,1," Definitivamente su tecnologia,su desenvolviemiento académico,mas que todo sus convenios que tiene .",,,5,,4
8125,2,AC,25,1, Es muy interactiva,,,5,,3
12856,3,AC,7,6," La señal wifi del centro de informacion es pesimo, tambien carecen de enchufes. al igual que los salones del pabellon F",,,4,,3
15548,3,AC,34,4, No apoyan mucho al arte. Deben de meterse más al mercado artístico y el servicio de WiFi es pésimo. El espacio para los músicos está en pésimo estado acústico,,Delegado,6,,3
10886,4,AC,25,3, La calidad de enseñanza.,,,5,,4
20352,2,AC,32,3, Mejorar los sistemas de atencion al alumno,,,3,,2
9254,3,AC,39,1, Los servicios por los que pago,,Delegado,7,,4
30972,4,FC,101,3, Los convenios con universidades del extranjero,,,4,,4
7445,3,AC,7,3, Internet Y más espacio para hacer maquetas ( otro 2g y otro salón rojo ),,,5,,3
9761,3,AC,7,2, Muy fácil el ingreso,,Delegado,5,,2
8697,2,AC,9,1, La tecnología,,,5,,4
11863,4,AC,25,2," La universidad es una universidad competitiva y muy exigente, los ambientes son agradables, tiene espacios de estudio como las bibliotecas, salas de estudio y en otros campus cuenta con espacios deportivos.",,,5,,4
31893,4,FC,107,6," Falta más flexibilidad para los estudiantes de EPE, presionan mucho con los trabajos y exámenes",,,4,,2
5779,1,AC,36,4, Es muy cara y encima suben todos los años pension sin pagar inpuestos a nuestro pais,,,2,,1
11994,4,AC,31,1, Mejorar en infraestructura y capacitar adecuadamente a las señoritas de atención al alumno que no brindan la información adecuada.,,,4,,3
7449,1,AC,7,5, La enseñanza,,Delegado,5,,4
21228,4,AC,31,3, Enseñanza,,,4,,4
28714,3,FC,105,4, Porq está muy lejos,,,4,,1
24454,4,AC,5,1," Es una universidad moderna, con espacios pequeños en San Isidro pero muy buena",,,4,,4
15885,1,AC,4,1," Su campus , variedad de servicios y facilidades",,,6,,4
5838,1,AC,37,1, Auspiciar más a los grupos en los viernes culturales,,,6,,3
26474,3,FC,109,6, La organización,,,2,,4
26880,4,FC,101,7," Cursos cortos, precio alto, restricciones de sedes",,,3,,2
19558,3,AC,21,2," La teconología (macs, ipads), las areas de estudios",,,6,,4
29870,2,FC,107,1, Las clases virtuales,,Delegado,4,,4
14355,4,AC,3,1, La atención al alumno,,,5,,3
32666,4,PRESENCIAL,224,1, horario y duracion del pg,,,,,2
21543,1,AC,25,4, Las amistades que eh realizado.,,,5,,4
20938,2,AC,5,1, Que me exigen a tener buenas calificaciones para estar en un buen puesto,,,4,,4
25822,3,FC,110,1, Los profesores mucho corren al dar sus clases,,,4,,1
29623,3,FC,104,6, Volatibilidad en Precios..,,,2,,1
4013,2,AC,31,1, porque el poco tiempo que tengo me doy cuenta que es una gran universidad,,,5,,4
31737,3,FC,101,5, Mis teachers,,,4,,4
22033,3,AC,9,6, Mucha gente,,,7,,2
6951,2,AC,25,1, Las clases blended que sean en clases,,,4,,3
3615,3,AC,39,1, El nivel de enseñanza es mayor y mas exigente,,,6,,4
31023,3,FC,107,10," Un mejor enfoque docente para personas personas que trabajan, más alcance en los cursos",,,5,,3
529,1,AC,31,1, Porque es una universidad que ofrece diversos beneficios no sólo en el aspecto educativo,,,5,,4
22335,1,AC,29,2, Los horarios a veces ocupan la hora del almuerzo,,,6,,3
20353,2,AC,5,1, La calidad de enseñansa,,,4,,4
17629,3,AC,6,3, PESIMA ATENCION AL ALUMNO. NECESITAN MEJORAR ESE PROCESO. PESISMA ETICA Y MORAL DE LOS ALUMNOS AL DEJAR LOS BAÑOS SUCIOS. ES MUY PEQUEÑO PARA MUCHOS ALUMNOS.,,,5,,1
8558,1,AC,37,3, Buena enseñanza y buenos profesores,,,6,Deportista,4
11244,3,AC,10,2, Necesito más experiencia en la Universidad para poder dar una recomendación,,,7,,3
12614,3,AC,7,1, Por qué es una buena universidad te exige para que sea el mejor,,,2,,4
5607,4,AC,31,3, Más ambientes de estudio,,,5,,3
5165,4,AC,31,5, Los servicios no son buenos,,,6,,2
12337,1,AC,7,1, Suben la pensión,,,4,,3
22767,3,AC,9,1, No deberían alzar más la pensión y deberían haber más actividades extracurriculares,,,5,,1
14571,3,AC,17,1, Se debería rebajar el costo de las boletas y evaluar los comportamientos de los profesores ante los alumnos (deben ser mas empaticos).,,,5,,3
31564,3,FC,110,4, Pienso que siempre deben existir para todos los cursos un taller donde se complementen mas los temas desarrollados en clase.,,,4,,3
17537,3,AC,15,7, Infraestructura,,,7,,3
15298,3,AC,39,2," No le pongo 10 porque hay cosas por mejorar Incrementar el número de sillas en el comedor, disminuir el precio de los alimentos, mejorar la rapidez del aula virtual",,,8,,4
25288,3,FC,107,5, la plana docente compañeros facilidades de estudios y horarios,,,4,,4
32049,3,FC,100,4, No ser tan estrictos en cuanto a sistema...,,,4,,3
12243,3,AC,5,2, Mejorar la atención,,,4,,3
14437,4,AC,28,1, Es muy buena,,,3,,4
16091,1,AC,5,5," Precio, orden, atención y horario",,Delegado,5,,3
2344,2,AC,5,1," Necesita infraestructura al menos la de San Miguel, y también n sistema para poder reservar tutorías en cualquier sede sin tener que hacerlo presencialmente",,,6,,2
4337,3,AC,7,4, Demasiado dinero se paga,,Delegado,5,,2
11568,3,AC,31,2, Muchos anuncios,,,4,,1
306,3,AC,6,2, Solo aceptan la convalidación en el primer año de estudio y las fechas no se respetan,,,5,,1
19280,4,AC,15,6," Porque a pesar de que existen detalles en los que no logra satisfacerme, existen otros factores como los convenios y la calidad de profesores, que si consiguen que yo recomiende a la universidad.",,,6,,3
29054,3,FC,107,7," El incremento constante de la pensión universitaria, reduce la recomendación masiva que pudiera hacer.",,,4,,3
25154,3,AC,31,1, La exigencia,,,5,,4
20361,2,AC,3,3, Aula virtual es muy inestable y siento que no se preocupan por los alumnos,,,6,,2
2970,2,AC,18,2, Las charlas con diseñadores de moda,,,6,,4
22558,4,AC,15,4," La falta de examen para el ingreso a la universidad. Pues, es un tema por el cual la universidad puede se vista como una universidad de bajo nivel.",,,7,,2
30606,2,FC,105,3, Por su metodologia es buena,,,1,,4
18707,3,AC,20,1, Porque es muy exigente e invovadora.,,Delegado,6,,3
16333,1,AC,31,2," Es una universidad con muy buena infraestructura, y enseñanza ee calidad.",,,4,,4
13445,3,AC,15,4,  Poner aire acondicionado en los salones.  Ampliar el estacionamiento.  Brindar un mejor servicio de copias.,,,7,,3
13178,4,AC,13,2, En la sede de san isidro mayor infraestructura,,,6,,3
2335,3,AC,3,1," Atencion al alumno,las clases no lograron mis expactativas.",,Delegado,4,,2
17571,3,AC,25,2, La pension,,,5,,2
6817,1,AC,5,5," NO SOBREPOLAR LA UNIVERSIDAD, NOS QUEDAMOS SIN SALONES Y NO NOS GUSTAN LOS CURSOS BLENDED, EN ESPECIAL CURSOS DE MATEMATICA",,Delegado,7,,3
12194,1,AC,37,4," Considero que es una universidad muy buena, a pesar de todo lo que se dice sobre ella, ya que es muy exigente y los profesores son muy buenos. Sin embargo, considero que el sistema es muy lento sobre todo al momento de hacer los horario. También consideró que hay muchos cursos por ciclo, 7 cursos es demasiado, y todos sabemos que podemos escoger cuantos llevar, pero uno siemprw busca seguir la malla curricular de su carrera",GEA,Delegado,7,,3
29349,3,FC,105,3," El campus, el nivel de los profesores y la exigencia.",,,5,,4
118,4,AC,25,2, Ahora no joven,,,6,,4
9262,3,AC,34,1," Los profesores son buenos, hacen que interactuemos y trabajemos lo que vemos en las clases. Lo unico que se debe trabajar son los campus y los cursos de nivelacion. El campus de monterrico es pequeño y los profesores de nivelacion son muy poco exigentes.",,,5,,3
8593,4,AC,25,5," el prestigio que tiene a nivel nacional e internacional , la comodidad de las aulas , aunque las bibliotecas no se abastecen para la capacidad de alumnos que hay en la sede san isidro en epocas de examenes todo colapsa , y ya no deberian renovar contrato a los profesores que faltan mucho y reprograman clases , ya que cuando reprograman alteran nuestro horario y rutinas y eso me desagrada mucho , tenia un profesor que era tan pesado que reprogramaba sus clases los domingos y para ,mi era imposibl",,,5,,4
18240,3,AC,26,10, Los temas administrativos y de oportunidad laboral estan mal manejados,,Delegado,1,,1
13089,4,AC,3,5, Recomendaría dependiendo de la carrera. Considero que hay algunas carreras que se deberían reforzar más. Pero con respecto a los beneficios internacionales que brinda si recomendaría al 100%,,,9,,3
5409,1,AC,33,2, Los cursos de la nueva malla deben tener mejor estructura,,,5,,3
32843,3,FC,101,5, Recursos disponibles y cursos blended,,,4,,4
16396,2,AC,5,1," la tecnología, método de enseñanza y sus convenios",,,4,,4
150,3,AC,39,1, La exigencia y las facilidades que te dan,,Delegado,5,,4
16986,2,AC,5,2, La tecnología,,,7,,4
4056,3,AC,27,1, La amistad,,,4,,4
31507,2,FC,101,4," Epe debería tener más participación, como por ejemplo intercambios internacionales y bolsa de trabajo desde un ciclo determinado. Gracias",,,4,,3
14150,2,AC,14,2," sería recomendable que la universidad tuviera una tesorería propia para recibir los pagos mensuales, ayudaría a evitar el pago de comisiones y el riesgo que tienen los pagos con cuenta en internet.",,,5,,3
8388,2,AC,7,1, Chupenla,,,4,,1
2533,1,AC,28,1, En los horarios,,Delegado,5,,3
14909,4,AC,31,5, algunos profesores son muy cerrados en cuanto cómo resolver los problemas,GEA,Delegado,6,,3
15317,1,AC,28,1, Debería haber más bibliotecas.,,,5,,3
15676,3,AC,31,3, No deberia haber blended para cursos de numeros y peor si es de ingenieria,,,4,,3
9838,3,AC,26,5, Porque es una universidad muy exigente y innovadora,,Delegado,5,,3
28474,3,FC,107,1, La sala de computo,,,4,,4
25038,3,AC,30,5, exigencia,,,4,,4
6133,1,AC,33,2, En la entrada del servicio a la universidad con carnet,,,5,,3
17478,3,AC,11,2, Todo lo ven negocio,GEA,,7,,3
11225,1,AC,33,2, Gran metodología,,,6,,4
4157,4,AC,21,1, Un comedor más amplio,,,5,,3
22219,3,AC,28,1, Tengo pc mañana habiendo tenido solo una clase por los feriados mientras otros tendrán 3 clases antes de su evaluación me parece injusto,,,4,,2
30427,4,PRESENCIAL,213,1, el prestigio y calidad de profesionales,,,,,4
930,3,AC,32,1, La infraestructura,,,5,,4
27777,1,FC,111,4," Las personas que atienden en admisión no tiene sus procedimientos claros, en 3 oportunidades me dieron información totalmente distinta haciéndome sacar papeles que no me servirían para el EPE y haciendo que mi ingreso se prolongue y corra el riesgo de no coger vacantes, además que su falta de tino para atención al público, si no fuera porque ya lo ha ia iniciado hubiera cancelado todo",,,4,,2
4993,1,AC,35,2, Lo que mas valoro de mi experiencia en universidad son lo buenos profesores que me han tocado hasta ahora,,,6,,4
28380,3,FC,101,5, Costos elevados de ingles,,,4,,3
1806,1,AC,38,1, La forma de enseñar,,Delegado,4,,4
31778,3,FC,104,2," Los profesores son lo máximo, su enseñanza es excelente y eso hace que desee aprender más",,,4,,4
10507,1,AC,17,8, En el mantenimiento de las macs y que dejen de cobrar por todo.,,,5,,3
19285,4,AC,25,1, por la motivación que genera,,,5,,4
75,1,AC,33,2, Sexo Pene,,Delegado,6,,4
23609,3,AC,31,3, Su calidad educativa y tecnología.,,,4,,4
25750,1,FC,101,7, Horarios de fun de semana,,,5,,4
14579,3,AC,25,1, Que los profesores son muy profesionales,,,5,,4
8871,3,AC,17,4, Los voluntariados que permiten al alumnos ser más conciente de la realidad del país y colaborar para mejorarla. Y poder elegir el horario es hermoso.,,Delegado,6,,4
20631,3,AC,15,1, Intranet,,Delegado,6,,3
5377,1,AC,36,1, Falta de organización en las clases curso estructura y funcion,,,5,,3
22727,1,AC,33,2, Por que en el area de medicina debe haber cadaveres en el cual podremos reconocer la estructuras y con respecto a las maquetas solo debe ser al inicio o a la par con las estructuras dada por las cadáveres.,,,6,,3
31833,3,FC,100,8, Mejora en los salones e implementación de laboratorio bloomberg,,,2,,3
18880,3,AC,9,3, La didáctica de los cursos y talleres.,,,6,,4
4871,1,AC,36,2," Deberían de mejoras el tema de atención al alumno, nunca contestan contacto web",,,4,,3
22059,4,AC,25,2," Deberian mejorar la plataforma virtual, dar mas horas presenciales y no aumentar tanto el cobro de matrícula y pensiones.",,,7,,3
9306,1,AC,17,5, Estoy desepcionado de la universidad.,,,5,,1
21784,4,AC,14,4, Atención al alumno y faltan clases presenciales en algunos cursos,,,5,,3
20842,4,AC,11,2," Aulas, intranet muy lento",,Delegado,2,,3
21250,3,AC,9,5," Porque es una buena universidad, tiene reconocimiento en varias carreras y como institución. Lamentablemente, se preocupa mucho por lucrar que por instaurar mejores valores en los alumnos, esto se ve cuando no puedes dejar dentro de la universidad tus cosas sin temor a que estas desaparezcan. Además, de que le es más importante su cara a la sociedad que como en realidad son.",,,7,,3
18041,3,AC,5,1, Que cada día estoy aprendiendo cosas nuevas,,,5,,4
32330,2,FC,101,1, Porque algunos de sus profesores no explican bien sus clases no se hacen entender y no demuestran apoyo,,,4,,2
15730,1,AC,33,2, El cambio de malla de medicina y nueva forma de enseñanza de fech y sistemas,,,5,,2
26966,2,FC,107,3," Falta de comunicacion. Es decir, una comunicacion pobre de del area adm. al alumno ( no envian correos), y una falta de asesoria, al principio de como manejar el aula virtual. Tambien deberian revisar y hacer mantenimieto (borrar archivos pasados) en el aula virtual.",,,4,,3
33411,4,PRESENCIAL,223,1, Algunos cursos debieron ser más extensos en función de su actualidad e importancia,,,,,3
2349,3,AC,11,1," No explican bien sobre como ver los foros o cosas relacionadas a la maldita aula virtual es demasiado confusa y ni que decirte de esos cursos blender o como se escriban, confunden mas",,,7,,2
2951,4,AC,28,6, Infraestrucutra,,Delegado,5,,3
26738,1,FC,101,2," Ofre un programa flexible para las personas que trabajamos y las classs son dinamicas. Además, los profesores son excelentes.",,,4,,4
10235,2,AC,5,2," La universidad debería mejorar su servicio de comedorpara ser más accesible a los estudiantes ofrecer diversas medios para adquirir la comida y que esta sea bien servida y completa, así mismo ofrecer más ayuda y oportunidades de pago para quienes vienen de provincia yse limitan para pagar la pensión.",,,7,,3
21236,3,AC,7,1," La universidad es poco competente. Creo que deberían implementar un nuevo filtro mas selectivo y exigente a los nuevos postulantes, alumnos y profesores universidad, basado principalmente en el rendimiento académico. Esto con la finalidad de disminuir la población en universidad, aumentando la seguridad, disminuyendo el trafico y la informalidad. Tener compañeros competitivos, que busquen la mejora continua. Tener docentes competitivos, que se preocupen por una buena retroalimentación y una comunicación constan",,Delegado,4,,1
6188,3,AC,7,2, Mas opciones de horarios Mas lineas u operadores en los telefonos,,,5,,3
2636,3,AC,7,3, Lo aprendido,,Delegado,5,,4
13924,4,AC,5,4, Debido a la cantidad de dinero que cobran por ciclo no se ve retribuido en la calidad de educación ya que algunos profesores no están debidamente capacitados y no cuentan con la metodología adecuada para la enseñanza del curso dictado.,,,6,,2
10104,3,AC,5,2, Que no haya blended,,,7,,3
29002,3,FC,105,5, Me parece muy bueno el sistema con el que enseñan,,,4,,4
21306,1,AC,33,2, A los docentes,,,6,,4
32995,3,FC,104,3, Más clase presencial en cursos de matemáticas estadísticas en general para ejercicios,,,4,,3
17338,4,AC,13,5, La atención al alumno aún es deficiente. Además recién se está impulsando el desarrollo como alma mater.,,,6,,2
16145,3,AC,39,6," Hay demasiada gente. No quiero más gente en mi universidad, es muy buena y los profesores son muy capos, pero no se puede estudiar tranquila en ningún lado.",,,6,,1
31141,3,FC,109,6, En carrera de ingeniería falta más horas de práctica,,,2,,2
19564,4,AC,29,1, Que es una reconocida universidad,,,4,,4
15479,3,AC,5,1, construir una piscina en monterrico para no tener que ir hasta villa,,,5,,3
